Chemical_Shift,Count
28.4,20560
28.5,5599
28.6,6141
28.7,6494
28.8,7225
28.9,7366
29.0,7248
29.1,7559
29.2,8209
29.3,10441
29.4,13965
29.5,11830
29.6,10833
29.7,12283
29.8,7719
29.9,6172
30.0,7167
30.1,8019
30.2,6399
30.3,5209
30.4,5176
30.5,5530
30.6,6263
30.7,5750
30.8,7077
30.9,5362
31.0,5174
31.1,5325
31.2,7581
31.3,6229
31.4,5722
31.5,6528
31.6,5982
31.7,5899
31.8,9184
31.9,5459
32.0,4358
32.1,4304
32.2,5002
32.3,5017
32.4,5814
32.5,5378
32.6,5060
32.7,5484
32.8,4983
32.9,5112
33.0,4747
33.1,4252
33.2,4633
33.3,4445
33.4,4489
33.5,4666
33.6,5092
33.7,5018
33.8,5616
33.9,5287
34.0,5436
34.1,5536
34.2,4442
34.3,5722
34.4,4828
34.5,5391
34.6,5347
34.7,5017
34.8,5438
34.9,5807
35.0,5005
35.1,4540
35.2,4797
35.3,4690
35.4,4040
35.5,4183
35.6,4412
35.7,4344
35.8,4265
35.9,4114
36.0,4239
36.1,4960
36.2,4631
36.3,3911
36.4,3863
36.5,4275
36.6,3798
36.7,4084
36.8,3799
36.9,4032
37.0,3765
37.1,3410
37.2,3916
37.3,3439
37.4,4376
37.5,4049
37.6,4214
37.7,4213
37.8,3671
37.9,3492
38.0,3770
38.1,3683
38.2,3017
38.3,3236
38.4,2769
38.5,3370
38.6,3461
38.7,4051
38.8,4195
38.9,3078
39.0,3325
39.1,3514
39.2,3821
39.3,3393
39.4,3435
39.5,4295
39.6,3675
39.7,3128
39.8,2880
39.9,3404
40.0,3205
40.1,3938
40.2,4798
40.3,4204
40.4,3826
40.5,3756
40.6,3350
40.7,3891
40.8,3400
40.9,3029
41.0,3145
41.1,3332
41.2,2943
41.3,3948
41.4,3614
41.5,3678
41.6,3797
41.7,4041
41.8,3407
41.9,3723
42.0,4463
42.1,4211
42.2,3883
42.3,3579
42.4,3201
42.5,3225
42.6,3860
42.7,3528
42.8,3387
42.9,3880
43.0,4019
43.1,3381
43.2,3826
43.3,4246
43.4,4114
43.5,4219
43.6,4581
43.7,4566
43.8,4506
43.9,4590
44.0,4606
44.1,5235
44.2,5145
44.3,5197
44.4,6483
44.5,4364
44.6,5328
44.7,4443
44.8,4544
44.9,3895
45.0,6030
45.1,5114
45.2,4564
45.3,4844
45.4,4999
45.5,5303
45.6,6602
45.7,5100
45.8,5135
45.9,5425
46.0,4856
46.1,5033
46.2,4638
46.3,4133
46.4,4037
46.5,3587
46.6,4043
46.7,3874
46.8,4079
46.9,4181
47.0,4927
47.1,3547
47.2,3621
47.3,3801
47.4,3750
47.5,3942
47.6,4278
47.7,3816
47.8,3666
47.9,3868
48.0,4774
48.1,4034
48.2,4001
48.3,3624
48.4,3385
48.5,5171
48.6,4598
48.7,4636
48.8,4003
48.9,4138
49.0,3422
49.1,3450
49.2,3985
49.3,3539
49.4,3294
49.5,3111
49.6,3335
49.7,3433
49.8,3736
49.9,3537
50.0,3673
50.1,3272
50.2,3647
50.3,4278
50.4,3899
50.5,4288
50.6,3754
50.7,3328
50.8,3395
50.9,3294
51.0,3142
51.1,3128
51.2,3605
51.3,3464
51.4,4839
51.5,3584
51.6,3735
51.7,5250
51.8,5703
51.9,8073
52.0,5463
52.1,8919
52.2,10213
52.3,6902
52.4,7454
52.5,4989
52.6,5750
52.7,5021
52.8,5145
52.9,5769
53.0,4392
53.1,4706
53.2,3679
53.3,3322
53.4,3432
53.5,3381
53.6,3303
53.7,3248
53.8,3594
53.9,4089
54.0,3104
54.1,3351
54.2,3705
54.3,4494
54.4,4716
54.5,4004
54.6,3656
54.7,3115
54.8,2684
54.9,3518
55.0,2991
55.1,3039
55.2,4258
55.3,17961
55.4,4906
55.5,3979
55.6,6273
55.7,8823
55.8,5595
55.9,9572
56.0,8619
56.1,9979
56.2,6879
56.3,5925
56.4,4231
56.5,5437
56.6,6603
56.7,3169
56.8,2978
56.9,2432
57.0,2490
57.1,2117
57.2,2065
57.3,1881
57.4,1867
57.5,1846
57.6,2428
57.7,2319
57.8,1789
57.9,2036
58.0,2218
58.1,2063
58.2,2026
58.3,1935
58.4,2639
58.5,2884
58.6,2595
58.7,3835
58.8,2063
58.9,2219
59.0,2747
59.1,2024
59.2,1751
59.3,2155
59.4,1927
59.5,2107
59.6,2043
59.7,2017
59.8,2286
59.9,2317
60.0,2176
60.1,2332
60.2,4344
60.3,2667
60.4,2982
60.5,3853
60.6,4104
60.7,5803
60.8,5031
60.9,3265
61.0,6331
61.1,5279
61.2,5850
61.3,4212
61.4,5694
61.5,5185
61.6,2963
61.7,3729
61.8,3791
61.9,3016
62.0,3017
62.1,2778
62.2,3088
62.3,2084
62.4,2379
62.5,2243
62.6,2429
62.7,1926
62.8,2700
62.9,1602
63.0,1486
63.1,2010
63.2,1555
63.3,1556
63.4,1620
63.5,2436
63.6,2123
63.7,2139
63.8,2060
63.9,2177
64.0,2381
64.1,2367
64.2,2551
64.3,3097
64.4,2622
64.5,2028
64.6,2610
64.7,2857
64.8,2530
64.9,2283
65.0,2100
65.1,2656
65.2,2640
65.3,2022
65.4,2489
65.5,2253
65.6,2629
65.7,2227
65.8,2235
65.9,1737
66.0,2742
66.1,2365
66.2,2319
66.3,2502
66.4,4177
66.5,3071
66.6,3542
66.7,4255
66.8,3691
66.9,3405
67.0,3158
67.1,3023
67.2,2524
67.3,1910
67.4,2173
67.5,2938
67.6,2270
67.7,1867
67.8,2174
67.9,2519
68.0,2750
68.1,2739
68.2,2427
68.3,2088
68.4,2485
68.5,2199
68.6,1635
68.7,1778
68.8,1921
68.9,1649
69.0,1650
69.1,1804
69.2,2117
69.3,1974
69.4,1679
69.5,2025
69.6,3099
69.7,1995
69.8,2194
69.9,2976
70.0,2301
70.1,3270
70.2,2600
70.3,2342
70.4,2612
70.5,2345
70.6,2590
70.7,2641
70.8,1998
70.9,2329
71.0,1881
71.1,2228
71.2,2131
71.3,2272
71.4,2395
71.5,2351
71.6,2518
71.7,1962
71.8,2452
71.9,1915
72.0,2216
72.1,1802
72.2,1450
72.3,1536
72.4,1579
72.5,1564
72.6,1938
72.7,1905
72.8,1958
72.9,1676
73.0,2076
73.1,1842
73.2,1832
73.3,1499
73.4,1338
73.5,1347
73.6,1213
73.7,1236
73.8,1244
73.9,1334
74.0,1259
74.1,1466
74.2,1341
74.3,1199
74.4,1282
74.5,1070
74.6,1111
74.7,1429
74.8,1185
74.9,1352
75.0,1173
75.1,1271
75.2,1157
75.3,1215
75.4,1133
75.5,1281
75.6,872
75.7,1053
75.8,1100
75.9,1012
76.0,854
76.1,881
76.2,855
76.3,981
76.4,975
76.5,840
76.6,1020
76.7,906
76.8,832
76.9,942
77.0,785
77.1,854
77.2,818
77.3,970
77.4,770
77.5,877
77.6,1059
77.7,726
77.8,889
77.9,767
78.0,919
78.1,752
78.2,638
78.3,948
78.4,1058
78.5,856
78.6,766
78.7,815
78.8,1031
78.9,2623
79.0,902
79.1,882
79.2,1053
79.3,8911
79.4,1839
79.5,2915
79.6,1056
79.7,3996
79.8,2806
79.9,1950
80.0,838
80.1,940
80.2,1498
80.3,1322
80.4,2829
80.5,1451
80.6,1343
80.7,1220
80.8,1107
80.9,1970
81.0,1155
81.1,1630
81.2,1704
81.3,1001
81.4,877
81.5,1373
81.6,1274
81.7,811
81.8,1180
81.9,1050
82.0,810
82.1,1175
82.2,1000
82.3,585
82.4,958
82.5,1064
82.6,1167
82.7,1346
82.8,791
82.9,724
83.0,678
83.1,623
83.2,653
83.3,514
83.4,574
83.5,473
83.6,865
83.7,1025
83.8,663
83.9,677
84.0,465
84.1,360
84.2,439
84.3,468
84.4,452
84.5,518
84.6,364
84.7,480
84.8,407
84.9,406
85.0,471
85.1,432
85.2,373
85.3,404
85.4,389
85.5,338
85.6,308
85.7,355
85.8,393
85.9,365
86.0,309
86.1,386
86.2,351
86.3,373
86.4,334
86.5,364
86.6,392
86.7,406
86.8,400
86.9,379
87.0,440
87.1,414
87.2,357
87.3,363
87.4,406
87.5,261
87.6,288
87.7,320
87.8,312
87.9,327
88.0,387
88.1,434
88.2,417
88.3,360
88.4,405
88.5,408
88.6,382
88.7,348
88.8,386
88.9,351
89.0,492
89.1,376
89.2,381
89.3,478
89.4,478
89.5,499
89.6,508
89.7,334
89.8,471
89.9,507
90.0,533
90.1,382
90.2,329
90.3,398
90.4,374
90.5,470
90.6,511
90.7,555
90.8,572
90.9,587
91.0,660
91.1,500
91.2,648
91.3,502
91.4,483
91.5,600
91.6,345
91.7,615
91.8,530
91.9,395
92.0,590
92.1,454
92.2,577
92.3,542
92.4,419
92.5,457
92.6,402
92.7,539
92.8,448
92.9,527
93.0,483
93.1,545
93.2,531
93.3,490
93.4,516
93.5,447
93.6,524
93.7,475
93.8,547
93.9,428
94.0,451
94.1,562
94.2,474
94.3,563
94.4,650
94.5,680
94.6,558
94.7,643
94.8,696
94.9,530
95.0,572
95.1,546
95.2,602
95.3,746
95.4,661
95.5,662
95.6,848
95.7,637
95.8,647
95.9,711
96.0,657
96.1,691
96.2,1402
96.3,798
96.4,525
96.5,670
96.6,585
96.7,571
96.8,655
96.9,676
97.0,632
97.1,549
97.2,637
97.3,620
97.4,653
97.5,795
97.6,916
97.7,791
97.8,867
97.9,783
98.0,829
98.1,790
98.2,744
98.3,841
98.4,974
98.5,924
98.6,840
98.7,933
98.8,1115
98.9,904
99.0,974
99.1,891
99.2,878
99.3,1064
99.4,1045
99.5,1090
99.6,1055
99.7,1207
99.8,1239
99.9,1298
100.0,1035
100.1,1221
100.2,1252
100.3,1308
100.4,1259
100.5,1071
100.6,1064
100.7,1059
100.8,1138
100.9,1381
101.0,1422
101.1,1569
101.2,1524
101.3,1605
101.4,1423
101.5,1578
101.6,1917
101.7,1641
101.8,1602
101.9,1642
102.0,1429
102.1,1651
102.2,1573
102.3,1588
102.4,1832
102.5,1560
102.6,1591
102.7,1994
102.8,2025
102.9,1614
103.0,2095
103.1,2029
103.2,1998
103.3,2169
103.4,1953
103.5,2100
103.6,1762
103.7,1659
103.8,1849
103.9,2258
104.0,2200
104.1,2802
104.2,2336
104.3,2632
104.4,2307
104.5,2658
104.6,2322
104.7,3286
104.8,2312
104.9,2655
105.0,2752
105.1,2477
105.2,2941
105.3,2815
105.4,2669
105.5,2854
105.6,2672
105.7,2671
105.8,2655
105.9,2660
106.0,2421
106.1,2785
106.2,2617
106.3,2614
106.4,3008
106.5,2782
106.6,2783
106.7,2832
106.8,2987
106.9,2665
107.0,2707
107.1,2884
107.2,3201
107.3,3383
107.4,3360
107.5,3318
107.6,3684
107.7,3166
107.8,3247
107.9,3529
108.0,3209
108.1,3242
108.2,3534
108.3,3460
108.4,3644
108.5,3919
108.6,3733
108.7,3703
108.8,3839
108.9,3722
109.0,3901
109.1,4282
109.2,4261
109.3,3980
109.4,4502
109.5,4442
109.6,4354
109.7,4608
109.8,4232
109.9,4761
110.0,4613
110.1,4970
110.2,5300
110.3,4862
110.4,5329
110.5,5310
110.6,5422
110.7,5634
110.8,5371
110.9,5987
111.0,5795
111.1,5905
111.2,5667
111.3,5867
111.4,6433
111.5,5863
111.6,6136
111.7,6324
111.8,7368
111.9,7833
112.0,8199
112.1,7983
112.2,7575
112.3,7428
112.4,7556
112.5,8192
112.6,8135
112.7,7851
112.8,7890
112.9,7949
113.0,8554
113.1,7489
113.2,8598
113.3,7863
113.4,8220
113.5,8369
113.6,8839
113.7,8849
113.8,9572
113.9,10356
114.0,9587
114.1,10021
114.2,9436
114.3,9066
114.4,9960
114.5,9155
114.6,9215
114.7,10064
114.8,10376
114.9,11352
115.0,10819
115.1,11595
115.2,11120
115.3,12456
115.4,12181
115.5,13343
115.6,13570
115.7,14709
115.8,15196
115.9,14305
116.0,14276
116.1,13354
116.2,14695
116.3,13880
116.4,13694
116.5,12734
116.6,12608
116.7,12984
116.8,12879
116.9,12994
117.0,11387
117.1,10983
117.2,11008
117.3,10768
117.4,10564
117.5,10197
117.6,10163
117.7,10496
117.8,11962
117.9,11820
118.0,9992
118.1,11087
118.2,10504
118.3,8896
118.4,10003
118.5,9899
118.6,10662
118.7,11009
118.8,10210
118.9,11467
119.0,11122
119.1,9960
119.2,10634
119.3,10564
119.4,10748
119.5,10433
119.6,10904
119.7,11582
119.8,13046
119.9,13489
120.0,12087
120.1,12255
120.2,12337
120.3,11707
120.4,13693
120.5,14261
120.6,15290
120.7,13192
120.8,13190
120.9,13047
121.0,14233
121.1,13348
121.2,12987
121.3,12719
121.4,14271
121.5,15953
121.6,14053
121.7,15414
121.8,13878
121.9,15332
122.0,16786
122.1,14551
122.2,16040
122.3,15426
122.4,15420
122.5,15500
122.6,16934
122.7,16674
122.8,18179
122.9,16716
123.0,15512
123.1,16262
123.2,16068
123.3,15466
123.4,15329
123.5,15409
123.6,15142
123.7,15776
123.8,16374
123.9,16507
124.0,16014
124.1,17515
124.2,16808
124.3,16644
124.4,15644
124.5,17376
124.6,16149
124.7,16156
124.8,17763
124.9,17546
125.0,20916
125.1,17490
125.2,17321
125.3,17999
125.4,17986
125.5,17704
125.6,17015
125.7,18133
125.8,18883
125.9,18576
126.0,20503
126.1,21359
126.2,20893
126.3,21781
126.4,23280
126.5,27521
126.6,23885
126.7,22355
126.8,21566
126.9,22831
127.0,23740
127.1,25771
127.2,32328
127.3,28450
127.4,25382
127.5,27165
127.6,26832
127.7,36271
127.8,32604
127.9,35423
128.0,27397
128.1,31278
128.2,53336
128.3,31327
128.4,33241
128.5,44878
128.6,40965
128.7,38878
128.8,40310
128.9,37454
129.0,35905
129.1,37125
129.2,35385
129.3,33846
129.4,32557
129.5,34609
129.6,32427
129.7,33403
129.8,31817
129.9,29466
130.0,29702
130.1,27977
130.2,26242
130.3,25933
130.4,26158
130.5,22876
130.6,22565
130.7,23320
130.8,22602
130.9,21400
131.0,20700
131.1,19086
131.2,19550
131.3,18567
131.4,17694
131.5,18692
131.6,17930
131.7,17941
131.8,18060
131.9,17910
132.0,16899
132.1,17176
132.2,17093
132.3,16366
132.4,15673
132.5,15453
132.6,15638
132.7,15948
132.8,14740
132.9,13842
133.0,14861
133.1,15234
133.2,13447
133.3,13631
133.4,15651
133.5,15186
133.6,13734
133.7,16190
133.8,13780
133.9,13195
134.0,15476
134.1,14057
134.2,13697
134.3,14147
134.4,13300
134.5,13136
134.6,12815
134.7,13088
134.8,13548
134.9,13798
135.0,12320
135.1,12002
135.2,12442
135.3,12222
135.4,11958
135.5,11593
135.6,12201
135.7,12323
135.8,11779
135.9,11821
136.0,12430
136.1,12327
136.2,13395
136.3,13638
136.4,12742
136.5,12634
136.6,13829
136.7,13292
136.8,13570
136.9,14006
137.0,12668
137.1,12351
137.2,12017
137.3,11750
137.4,12394
137.5,12951
137.6,12327
137.7,12334
137.8,12031
137.9,12975
138.0,12791
138.1,11863
138.2,12282
138.3,13741
138.4,12415
138.5,12577
138.6,12027
138.7,11418
138.8,11611
138.9,11405
139.0,11253
139.1,10958
139.2,11014
139.3,10781
139.4,11129
139.5,9952
139.6,10170
139.7,9645
139.8,9041
139.9,8971
140.0,8862
140.1,9086
140.2,8689
140.3,8324
140.4,8376
140.5,8049
140.6,8003
140.7,7816
140.8,7761
140.9,8949
141.0,8575
141.1,7756
141.2,7834
141.3,7341
141.4,7696
141.5,7147
141.6,7288
141.7,7378
141.8,7145
141.9,7389
142.0,8184
142.1,7883
142.2,7986
142.3,8178
142.4,7437
142.5,7328
142.6,6771
142.7,7946
142.8,7481
142.9,6538
143.0,6831
143.1,6335
143.2,6552
143.3,6024
143.4,6278
143.5,6076
143.6,6826
143.7,6603
143.8,5947
143.9,6087
144.0,6091
144.1,5783
144.2,5851
144.3,6388
144.4,6413
144.5,6287
144.6,6028
144.7,6268
144.8,6036
144.9,6130
145.0,5553
145.1,5833
145.2,5670
145.3,5437
145.4,5441
145.5,6063
145.6,6058
145.7,6255
145.8,6535
145.9,6073
146.0,5843
146.1,6015
146.2,6503
146.3,6390
146.4,5875
146.5,6567
146.6,6522
146.7,6335
146.8,6126
146.9,6692
147.0,6297
147.1,6542
147.2,6707
147.3,6661
147.4,7759
147.5,7077
147.6,6896
147.7,7319
147.8,8058
147.9,7592
148.0,7646
148.1,6919
148.2,7519
148.3,8198
148.4,8239
148.5,8075
148.6,7842
148.7,7804
148.8,7984
148.9,8421
149.0,8550
149.1,9087
149.2,8432
149.3,8635
149.4,8867
149.5,8005
149.6,8354
149.7,8937
149.8,9251
149.9,9262
150.0,7969
150.1,7751
150.2,8321
150.3,7700
150.4,8132
150.5,7579
150.6,7317
150.7,7374
150.8,7861
150.9,7739
151.0,7609
151.1,7070
151.2,7542
151.3,7536
151.4,6478
151.5,7222
151.6,6711
151.7,7011
151.8,6605
151.9,6906
152.0,6684
152.1,7176
152.2,6877
152.3,6570
152.4,6606
152.5,6570
152.6,6435
152.7,7120
152.8,6600
152.9,6575
153.0,6305
153.1,7084
153.2,7256
153.3,6800
153.4,6155
153.5,6128
153.6,6480
153.7,6727
153.8,6090
153.9,6630
154.0,6631
154.1,6626
154.2,6630
154.3,6338
154.4,6662
154.5,6541
154.6,6351
154.7,6474
154.8,12044
154.9,8131
155.0,7048
155.1,8341
155.2,7134
155.3,7368
155.4,7104
155.5,7443
155.6,6898
155.7,7243
155.8,7440
155.9,7869
156.0,7360
156.1,7439
156.2,7869
156.3,7565
156.4,8394
156.5,8037
156.6,8048
156.7,8507
156.8,7478
156.9,7616
157.0,6796
157.1,6789
157.2,7093
157.3,7067
157.4,7236
157.5,7514
157.6,7014
157.7,6397
157.8,6843
157.9,6770
158.0,7174
158.1,7104
158.2,6302
158.3,7169
158.4,6638
158.5,6878
158.6,6849
158.7,6908
158.8,7139
158.9,6706
159.0,7234
159.1,7928
159.2,6682
159.3,6586
159.4,8155
159.5,7262
159.6,6698
159.7,6465
159.8,6494
159.9,6879
160.0,6652
160.1,6754
160.2,7983
160.3,6695
160.4,7349
160.5,7123
160.6,6901
160.7,7611
160.8,7481
160.9,6963
161.0,7165
161.1,7106
161.2,8470
161.3,6594
161.4,7308
161.5,6582
161.6,8032
161.7,7318
161.8,6599
161.9,6928
162.0,6883
162.1,6430
162.2,6443
162.3,6204
162.4,6448
162.5,6857
162.6,6249
162.7,6691
162.8,6333
162.9,5700
163.0,6020
163.1,6836
163.2,6583
163.3,5954
163.4,5943
163.5,5757
163.6,6623
163.7,5802
163.8,5467
163.9,5979
164.0,6004
164.1,4823
164.2,5157
164.3,5257
164.4,4663
164.5,4472
164.6,4474
164.7,5484
164.8,4406
164.9,3965
165.0,3923
165.1,4582
165.2,4466
165.3,4634
165.4,4719
165.5,4412
165.6,3925
165.7,4540
165.8,4536
165.9,4762
166.0,4455
166.1,5079
166.2,5682
166.3,4831
166.4,4598
166.5,5677
166.6,5174
166.7,4985
166.8,5367
166.9,4388
167.0,4324
167.1,4518
167.2,4592
167.3,4919
167.4,4236
167.5,3814
167.6,3827
167.7,4439
167.8,3978
167.9,3822
168.0,3934
168.1,3420
168.2,4510
168.3,4279
168.4,4142
168.5,4175
168.6,4618
168.7,3948
168.8,4348
168.9,4109
169.0,4056
169.1,3496
169.2,3569
169.3,4018
169.4,3810
169.5,4045
169.6,3886
169.7,3979
169.8,3665
169.9,3577
170.0,3359
170.1,3124
170.2,3309
170.3,3118
170.4,3010
170.5,3118
170.6,2966
170.7,2597
170.8,3082
170.9,3120
171.0,2605
171.1,2670
171.2,2700
171.3,2503
171.4,2338
171.5,2557
171.6,2993
171.7,2483
171.8,2718
171.9,2604
172.0,2000
172.1,2124
172.2,2152
172.3,2455
172.4,2069
172.5,2021
172.6,2990
172.7,2284
172.8,2227
172.9,1749
173.0,1640
173.1,1948
173.2,1882
173.3,1819
173.4,1981
173.5,1879
173.6,1901
173.7,1600
173.8,1784
173.9,1536
174.0,2411
174.1,1354
174.2,1756
174.3,1529
174.4,1264
174.5,1359
174.6,1383
174.7,1564
174.8,1459
174.9,1345
175.0,1124
175.1,1440
175.2,1198
175.3,1606
175.4,1171
175.5,1367
175.6,1429
175.7,1202
175.8,1514
175.9,1074
176.0,1187
176.1,1133
176.2,1087
176.3,1006
176.4,1008
176.5,1213
176.6,1013
176.7,746
176.8,856
176.9,784
177.0,747
177.1,952
177.2,1267
177.3,969
177.4,856
177.5,963
177.6,766
177.7,824
177.8,1009
177.9,751
178.0,792
178.1,766
178.2,701
178.3,762
178.4,637
178.5,618
178.6,1427
178.7,479
178.8,733
178.9,491
179.0,425
179.1,502
179.2,348
179.3,391
179.4,612
179.5,349
179.6,353
179.7,337
179.8,354
179.9,411
180.0,454
180.1,329
180.2,370
180.3,471
180.4,347
180.5,439
180.6,374
180.7,334
180.8,526
180.9,347
181.0,338
181.1,382
181.2,270
181.3,252
181.4,246
181.5,335
181.6,301
181.7,388
181.8,293
181.9,270
182.0,480
182.1,303
182.2,288
182.3,304
182.4,217
182.5,340
182.6,277
182.7,236
182.8,222
182.9,181
183.0,187
183.1,234
183.2,321
183.3,247
183.4,172
183.5,233
183.6,217
183.7,299
183.8,231
183.9,223
184.0,305
184.1,240
184.2,228
184.3,154
184.4,236
184.5,148
184.6,227
184.7,216
184.8,233
184.9,252
185.0,177
185.1,140
185.2,164
185.3,161
185.4,171
185.5,223
185.6,212
185.7,195
185.8,194
185.9,185
186.0,235
186.1,222
186.2,206
186.3,257
186.4,204
186.5,272
186.6,223
186.7,197
186.8,206
186.9,200
187.0,315
187.1,181
187.2,246
187.3,175
187.4,164
187.5,164
187.6,204
187.7,193
187.8,238
187.9,191
188.0,200
188.1,245
188.2,220
188.3,253
188.4,267
188.5,235
188.6,219
188.7,242
188.8,273
188.9,215
189.0,302
189.1,275
189.2,264
189.3,319
189.4,248
189.5,274
189.6,268
189.7,330
189.8,401
189.9,339
190.0,312
190.1,444
190.2,309
190.3,394
190.4,328
190.5,328
190.6,440
190.7,538
190.8,582
190.9,847
191.0,475
191.1,425
191.2,394
191.3,505
191.4,519
191.5,503
191.6,475
191.7,449
191.8,389
191.9,527
192.0,869
192.1,341
192.2,530
192.3,377
192.4,375
192.5,291
192.6,378
192.7,304
192.8,336
192.9,357
193.0,429
193.1,454
193.2,423
193.3,443
193.4,416
193.5,388
193.6,401
193.7,401
193.8,391
193.9,367
194.0,402
194.1,365
194.2,362
194.3,373
194.4,341
194.5,338
194.6,432
194.7,548
194.8,375
194.9,331
195.0,311
195.1,397
195.2,365
195.3,335
195.4,427
195.5,388
195.6,345
195.7,312
195.8,405
195.9,347
196.0,357
196.1,429
196.2,401
196.3,364
196.4,489
196.5,411
196.6,478
196.7,373
196.8,481
196.9,555
197.0,412
197.1,381
197.2,342
197.3,390
197.4,323
197.5,483
197.6,491
197.7,432
197.8,394
197.9,379
198.0,383
198.1,483
198.2,372
198.3,364
198.4,446
198.5,371
198.6,373
198.7,406
198.8,289
198.9,308
199.0,374
199.1,436
199.2,370
199.3,356
199.4,457
199.5,321
199.6,312
199.7,298
199.8,313
199.9,258
200.0,326
200.1,318
200.2,341
200.3,329
200.4,316
200.5,382
200.6,340
200.7,326
200.8,268
200.9,216
201.0,306
201.1,297
201.2,290
201.3,279
201.4,231
201.5,300
201.6,247
201.7,275
201.8,222
201.9,297
202.0,316
202.1,300
202.2,257
202.3,245
202.4,301
202.5,264
202.6,336
202.7,262
202.8,284
202.9,333
203.0,333
203.1,553
203.2,228
203.3,179
203.4,245
203.5,173
203.6,236
203.7,215
203.8,213
203.9,222
204.0,196
204.1,177
204.2,268
204.3,183
204.4,229
204.5,180
204.6,168
204.7,163
204.8,181
204.9,289
